# Open Claw, Phase: slack, Height: 10956.4mm, Created: 2026-05-13 15:35
#
# === Hinge parameters (see diagram) ===
# A  radius van de buis (push_radius):        20.0mm  (0.02000m)
# B  marge (push_radius_margin):              2.0mm  (0.00200m)
# C  offset door radius (= t1/2):             2.5mm  (0.00250m)
# D  randafstand (hinge_extension):           14.0mm  (0.01400m)
# E  diameter gat (hinge_hole_diameter):      12.0mm  (0.01200m)
# t1 dikte staal (disc_thickness):             5.0mm  (0.00500m)
# t2 dikte POM (disc_separator):              1.0mm  (0.00100m)
#    cap_thickness:                           5.0mm  (0.00500m)
#    pull_radius:                             7.0mm  (0.00700m)
#
# === Afgeleide waarden ===
#    A + B + C  = 24.5mm  (halve breedte schijf)
#    C + D + E  = 28.5mm  (scharnier lengte)
#    t1 + t2    = 6.0mm  (schijf + separator)
#    disc_center_offset(0) = 8.5mm  (as-afstand tot centrum eerste schijf)
#
# Orientation check (CSV coords, mm, Z-up): ground plane at Z=0, apex at Z=10956.4
# Lowest[1]: joint=BX4YZ1 X=-709.2 Y=-3009.3 Z=3777.1
# Lowest[2]: joint=CX4YZ1 X=2961.2 Y=891.1 Z=3777.2
# Lowest[3]: joint=AX4YZ1 X=-2251.7 Y=2119.8 Z=3777.5
# Highest:   joint=YZ1 X=0.8 Y=-0.2 Z=10956.4
# === Hinge bend snap quality ===
# Bend count (K):       4
# Magnitude source:     LOCKED to factory inventory (no per-export reoptimisation)
# Optimal magnitudes:   [12°, 30°, 49°, 68°]
# Effective signed set: [-68°, -49°, -30°, -12°, +12°, +30°, +49°, +68°]
# Bend counts (signed): -68°×60  -49°×114  -30°×78  -12°×27  +12°×45  +30°×30  +49°×6  +68°×0
# Bend counts (per magnitude): 12°×72  30°×108  49°×120  68°×60
# Cable ends measured:  360
# Snap error:           mean |Δ|=4.86°  max |Δ|=9.44°  RMS=5.63°
#
Index,Role,Length(m),Strain,AlphaX,AlphaY,AlphaZ,AlphaJoint,AlphaSlot,AlphaAngle,OmegaX,OmegaY,OmegaZ,OmegaJoint,OmegaSlot,OmegaAngle
138,pull,0.875,4.603e-4,-82.002,-2947.592,6387.745,BX4Z0,2,-68,-849.784,-3032.565,5977.794,BX3Z5,2,-30
139,pull,0.875,4.645e-4,-2510.959,1545.441,6388.128,AX4Z0,2,-68,-2200.796,2252.989,5978.279,AX3Z5,2,-30
140,pull,0.870,8.970e-4,450.703,953.037,8439.348,CX1Z0,2,-68,473.620,543.459,7672.299,Z8,2,-12
141,pull,0.870,9.507e-4,-1049.808,-86.605,8439.387,AX1Z0,2,-68,-706.379,138.125,7672.391,Z0,2,-12
142,pull,0.870,9.699e-4,600.910,-866.137,8439.324,BX1Z0,2,-68,234.544,-681.061,7672.335,Z4,2,-12
143,pull,0.931,0.000e0,1560.250,541.948,6038.103,CX4Z2,3,-68,2073.949,1215.456,5650.804,CX3Z3,4,-30
144,pull,0.931,0.000e0,-310.161,-1621.210,6037.939,BX4Z2,3,-68,15.943,-2403.033,5650.635,BX3Z3,4,-30
145,pull,0.931,0.000e0,-1248.351,1080.369,6037.999,AX4Z2,3,-68,-2088.600,1188.564,5650.831,AX3Z3,4,-30
146,pull,0.929,0.000e0,-587.109,-2459.923,5477.241,BX4YZ0,2,-30,-395.690,-1982.040,4704.306,BX4Z5,4,-68
147,pull,0.929,0.000e0,-1836.517,1739.225,5477.489,AX4YZ0,2,-30,-1518.389,1334.419,4704.564,AX4Z5,4,-68
148,pull,0.925,0.000e0,2426.520,722.412,5471.591,CX4YZ0,1,-30,1914.861,648.663,4704.387,CX4Z5,4,-68
149,pull,0.927,0.000e0,2485.294,778.653,5499.877,CX4YZ0,2,-30,2881.052,1489.886,5057.071,CX4Z3,3,-68
150,pull,0.930,0.000e0,2497.450,691.903,5501.591,CX4YZ0,3,-30,3050.424,149.678,4987.438,CX4Z1,3,-68
151,pull,0.931,0.000e0,-1914.601,1762.010,5505.806,AX4YZ0,3,-30,-2729.976,1750.578,5057.550,AX4Z3,3,-68
152,pull,0.931,0.000e0,-567.802,-2538.946,5505.538,BX4YZ0,3,-30,-150.207,-3239.371,5057.139,BX4Z3,3,-68
153,pull,0.917,1.379e-4,-650.083,-2511.173,5490.032,BX4YZ0,1,-30,-1391.602,-2716.455,4991.926,BX4Z1,2,-68
154,pull,0.917,1.935e-4,-1849.408,1819.384,5490.288,AX4YZ0,1,-30,-1656.516,2564.190,4992.073,AX4Z1,2,-68
155,pull,0.937,6.973e-4,2734.714,-23.249,6306.459,CX4Z4,4,-68,2207.546,105.008,5542.750,CX3Z1,2,-30
156,pull,0.931,7.310e-4,-1346.344,2376.459,6301.841,AX4Z4,3,-68,-1193.509,1859.211,5543.032,AX3Z1,2,-30
157,pull,0.937,7.999e-4,-1386.621,-2355.653,6306.998,BX4Z4,4,-68,-1012.409,-1963.225,5542.926,BX3Z1,2,-30
158,pull,0.918,9.733e-4,-942.867,-1942.206,5475.420,BX3Z1,1,+12,-433.536,-1923.284,4711.972,BX4Z5,2,-68
159,pull,0.918,8.713e-4,-1210.086,1788.478,5475.527,AX3Z1,1,+12,-1448.584,1337.808,4712.215,AX4Z5,2,-68
160,pull,0.918,9.440e-4,2154.537,154.723,5475.262,CX3Z1,1,+12,1882.917,586.501,4712.039,CX4Z5,2,-68
161,pull,0.940,0.000e0,-2162.065,1244.079,5629.921,AX3Z3,1,+30,-2768.903,1695.614,5071.994,AX4Z3,4,-68
162,pull,0.940,0.000e0,2158.753,1251.310,5629.862,CX3Z3,1,+30,2852.926,1551.074,5071.521,CX4Z3,4,-68
163,pull,0.940,0.000e0,4.584,-2494.407,5629.693,BX3Z3,1,+30,-83.149,-3245.625,5071.586,BX4Z3,4,-68
164,pull,1.007,7.164e-4,-34.247,-34.646,9159.870,YZ0,3,-30,-586.893,-627.315,9758.068,Z11,3,-68
165,pull,1.004,7.959e-4,48.078,-12.758,9165.864,YZ0,2,-30,837.697,-195.206,9758.119,Z3,3,-68
166,pull,0.994,8.070e-4,-12.048,47.591,9171.878,YZ0,1,-30,-246.225,818.720,9754.506,Z7,2,-68
167,pull,1.005,0.000e0,35.425,-1357.417,9037.571,Z9,4,-12,105.356,-1909.737,8200.815,BX2Z0,1,+30
168,pull,1.005,0.000e0,-1192.592,648.842,9037.500,Z5,4,-12,-1705.924,864.418,8200.704,AX2Z0,1,+30
169,pull,1.005,0.000e0,1158.880,709.059,9037.740,Z1,4,-12,1602.293,1045.968,8200.703,CX2Z0,1,+30
170,pull,1.068,0.000e0,-919.821,-3014.039,5914.026,BX3Z5,1,+12,-1439.330,-2761.098,5016.125,BX4Z1,4,-68
171,pull,1.068,0.000e0,-2149.753,2304.382,5914.506,AX3Z5,1,+12,-1671.299,2627.841,5016.287,AX4Z1,4,-68
172,pull,1.068,0.000e0,3071.100,710.679,5914.155,CX3Z5,1,+12,3111.352,134.580,5015.864,CX4Z1,4,-68
173,pull,1.067,0.000e0,-1326.137,1650.995,8175.896,AX1Z5,1,+12,-1491.494,2239.511,7300.907,AX3Z2,1,+30
174,pull,1.068,0.000e0,-765.712,-1974.249,8175.931,BX1Z5,1,+12,-1192.872,-2411.776,7300.814,BX3Z2,1,+30
175,pull,1.068,0.000e0,2093.672,323.853,8176.285,CX1Z5,1,+12,2686.106,172.627,7300.771,CX3Z2,1,+30
176,pull,1.216,0.000e0,221.874,423.343,7675.680,AX1Z4,2,-49,-451.011,1271.507,7121.534,AX1Z1,3,-30
177,pull,1.216,0.000e0,-476.463,-19.806,7675.562,BX1Z4,2,-49,-874.700,-1026.794,7121.480,BX1Z1,3,-30
178,pull,1.216,0.000e0,256.391,-403.020,7675.567,CX1Z4,2,-49,1327.449,-244.288,7121.253,CX1Z1,3,-30
179,pull,1.286,0.000e0,2790.619,-2.661,6275.989,CX4Z4,2,-49,3079.531,118.218,5029.017,CX4Z1,2,-49
180,pull,1.289,0.000e0,-24.693,-2949.271,6346.232,BX4Z0,3,-49,-107.817,-3255.921,5097.055,BX4Z3,2,-49
181,pull,1.290,0.000e0,-1391.801,2417.886,6276.399,AX4Z4,2,-49,-1638.613,2611.807,5025.175,AX4Z1,3,-49
182,pull,1.289,0.000e0,2567.479,1453.375,6346.287,CX4Z0,3,-49,2874.184,1534.862,5096.976,CX4Z3,2,-49
183,pull,1.289,0.000e0,-2541.088,1496.653,6346.618,AX4Z0,3,-49,-2765.492,1722.127,5097.471,AX4Z3,2,-49
184,pull,1.290,0.000e0,-1396.772,-2414.360,6276.545,BX4Z4,2,-49,-1441.783,-2724.761,5025.026,BX4Z1,3,-49
185,pull,1.313,0.000e0,618.848,-919.894,8452.392,BX1Z0,4,-49,291.730,-1610.704,7385.338,BX1Z3,3,-49
186,pull,1.313,0.000e0,488.294,995.440,8452.427,CX1Z0,4,-49,1250.172,1057.913,7385.359,CX1Z3,3,-49
187,pull,1.313,0.000e0,-1105.327,-75.256,8452.453,AX1Z0,4,-49,-1540.328,553.419,7385.153,AX1Z3,3,-49
188,pull,1.305,0.000e0,695.125,377.049,7391.925,CX2Z2,3,-49,1425.821,821.783,6406.489,CX2Z5,2,-49
189,pull,1.305,5.399e-6,-20.277,-789.373,7391.881,BX2Z2,3,-49,-0.665,-1644.807,6406.467,BX2Z5,2,-49
190,pull,1.305,1.535e-4,-672.666,412.959,7391.955,AX2Z2,3,-49,-1423.480,824.020,6406.558,AX2Z5,2,-49
191,pull,1.305,7.877e-5,-1207.378,1102.367,5985.378,AX4Z2,2,-49,-1474.195,1302.997,4723.550,AX4Z5,3,-49
192,pull,1.305,1.831e-4,1558.784,495.460,5985.473,CX4Z2,2,-49,1865.569,626.100,4723.390,CX4Z5,3,-49
193,pull,1.305,2.045e-4,-349.707,-1596.704,5985.319,BX4Z2,2,-49,-390.566,-1928.055,4723.299,BX4Z5,3,-49
194,pull,1.323,0.000e0,-1778.267,886.037,8148.868,AX2Z0,4,-49,-2200.147,1740.262,7230.476,AX2Z3,3,-49
195,pull,1.318,0.000e0,1093.028,-197.193,8998.865,CX1Z2,3,-49,2053.442,322.409,8261.600,CX1Z5,3,-49
196,pull,1.318,0.000e0,-374.744,1045.001,8998.779,AX1Z2,3,-49,-1304.790,1616.886,8261.219,AX1Z5,3,-49
197,pull,1.318,0.000e0,-716.615,-847.214,8998.705,BX1Z2,3,-49,-746.845,-1938.702,8261.251,BX1Z5,3,-49
198,pull,1.324,0.000e0,1657.182,1097.807,8148.863,CX2Z0,4,-49,2608.273,1036.123,7230.438,CX2Z3,3,-49
199,pull,1.324,0.000e0,122.811,-1983.205,8148.994,BX2Z0,4,-49,-406.135,-2776.014,7230.368,BX2Z3,3,-49
200,pull,1.319,0.000e0,1648.330,-413.325,7955.663,CX2Z4,3,-49,2182.723,-297.796,6755.537,CX2Z1,2,-49
201,pull,1.319,0.000e0,-464.955,1633.734,7955.891,AX2Z4,3,-49,-832.638,2038.434,6755.619,AX2Z1,2,-49
202,pull,1.319,0.000e0,-1181.498,-1219.924,7955.740,BX2Z4,3,-49,-1347.906,-1740.624,6755.377,BX2Z1,2,-49
203,pull,1.351,0.000e0,2973.686,931.609,3785.609,CX4YZ1,3,-49,2868.223,1497.525,5007.812,CX4Z3,1,+12
204,pull,1.351,0.000e0,-2292.993,2110.339,3785.895,AX4YZ1,3,-49,-2730.199,1735.667,5008.301,AX4Z3,1,+12
205,pull,1.351,0.000e0,-680.375,-3040.398,3785.495,BX4YZ1,3,-49,-137.184,-3232.103,5007.891,BX4Z3,1,+12
206,pull,1.349,0.000e0,2918.975,881.212,3771.557,CX4YZ1,2,-49,1940.985,627.160,4665.037,CX4Z5,1,+12
207,pull,1.349,0.000e0,-696.651,-2967.814,3771.432,BX4YZ1,2,-49,-427.392,-1993.911,4664.981,BX4Z5,1,+12
208,pull,1.349,0.000e0,-2221.999,2088.149,3771.815,AX4YZ1,2,-49,-1512.830,1367.804,4665.227,AX4Z5,1,+12
209,pull,1.345,2.380e-4,2982.519,854.817,3793.559,CX4YZ1,1,-49,3080.716,172.912,4948.614,CX4Z1,1,+12
210,pull,1.345,3.312e-4,-2230.909,2156.375,3793.847,AX4YZ1,1,-49,-1689.189,2582.167,4949.020,AX4Z1,1,+12
211,pull,1.345,3.988e-4,-751.281,-3009.654,3793.459,BX4YZ1,1,-49,-1390.839,-2753.726,4948.859,BX4Z1,1,+12
212,pull,1.393,7.677e-4,-704.106,-1166.015,6682.537,BX3Z4,3,-49,-989.674,-1903.999,5535.716,BX3Z1,3,-49
213,pull,1.393,7.676e-4,1363.120,-26.830,6682.459,CX3Z4,3,-49,2144.888,95.077,5535.542,CX3Z1,3,-49
214,pull,1.393,8.276e-4,-656.951,1193.565,6682.632,AX3Z4,3,-49,-1153.585,1809.910,5535.816,AX3Z1,3,-49
215,pull,1.400,0.000e0,-1514.691,2295.255,7237.092,AX3Z2,3,-68,-2170.565,2307.078,5999.915,AX3Z5,3,-49
216,pull,1.405,0.000e0,2745.963,164.856,7236.941,CX3Z2,3,-68,3088.939,729.576,5997.286,CX3Z5,4,-49
217,pull,1.405,0.000e0,-1229.546,-2459.730,7236.991,BX3Z2,3,-68,-912.339,-3038.944,5997.144,BX3Z5,4,-49
218,pull,1.409,5.002e-4,1774.434,1300.552,7064.915,CX3Z0,3,-49,2094.578,1254.897,5693.868,CX3Z3,2,-49
219,pull,1.409,5.439e-4,-2012.524,886.189,7064.903,AX3Z0,3,-49,-2133.074,1186.693,5693.901,AX3Z3,2,-49
220,pull,1.409,5.325e-4,239.858,-2186.199,7064.726,BX3Z0,3,-49,39.787,-2440.621,5693.688,BX3Z3,2,-49
221,pull,1.407,2.120e-4,42.505,-11.414,10955.367,YZ1,3,-49,827.471,-220.126,9806.889,Z3,1,+12
222,pull,1.402,3.014e-4,-29.804,-30.640,10949.373,YZ1,2,-49,-603.352,-606.011,9806.831,Z11,1,+12
223,pull,1.397,3.262e-4,-10.308,41.593,10943.380,YZ1,1,-49,-222.278,826.142,9806.993,Z7,1,+12
224,pull,1.448,0.000e0,60.995,-1286.410,9102.001,Z9,2,-30,856.422,-271.711,9761.764,Z3,4,-49
225,pull,1.448,0.000e0,1084.600,695.690,9102.168,Z1,2,-30,-192.083,877.011,9761.881,Z7,4,-49
226,pull,1.449,0.000e0,-1143.881,591.199,9101.935,Z5,2,-30,-662.512,-605.289,9761.713,Z11,4,-49
227,push-fea,1.831,-1.216e-4,2465.248,730.624,5510.842,CX4YZ0,3,90,2966.844,892.907,3757.608,CX4YZ1,3,90
228,push-fea,1.831,-4.915e-5,-1864.262,1769.808,5511.013,AX4YZ0,3,90,-2256.060,2123.767,3757.889,AX4YZ1,3,90
229,push-fea,1.831,-3.923e-5,-599.722,-2499.250,5510.755,BX4YZ0,3,90,-710.469,-3015.118,3757.495,BX4YZ1,3,90
230,push-fea,1.831,0.000e0,0.594,0.066,9145.620,YZ0,3,90,0.803,-0.156,10976.883,YZ1,3,90
231,push-fea,1.909,-2.970e-4,1567.940,509.297,6025.968,CX4Z2,4,90,2864.589,1521.524,5056.416,CX4Z3,4,90
232,push-fea,1.909,-2.773e-4,-1223.927,1103.370,6025.879,AX4Z2,4,90,-2749.152,1720.506,5056.905,AX4Z3,4,90
233,push-fea,1.910,-2.327e-4,-342.286,-1611.544,6025.814,BX4Z2,4,90,-114.576,-3240.950,5056.492,BX4Z3,4,90
234,push-fea,1.919,-2.760e-4,-1380.486,2386.412,6304.622,AX4Z4,4,90,-1483.686,1338.011,4700.075,AX4Z5,4,90
235,push-fea,1.920,-2.203e-4,-1375.156,-2388.833,6304.765,BX4Z4,4,90,-416.151,-1953.779,4699.831,BX4Z5,4,90
236,push-fea,1.920,-2.059e-4,2757.714,3.273,6304.225,CX4Z4,4,90,1900.626,616.810,4699.900,CX4Z5,4,90
237,push-fea,1.950,0.000e0,2565.133,1421.965,6375.867,CX4Z0,4,90,3084.953,145.903,4995.561,CX4Z1,4,90
238,push-fea,1.951,0.000e0,-50.710,-2931.527,6375.817,BX4Z0,4,90,-1416.334,-2743.892,4995.814,BX4Z1,4,90
239,push-fea,1.951,0.000e0,-2512.702,1510.311,6376.195,AX4Z0,4,90,-1667.911,2599.326,4995.969,AX4Z1,4,90
240,push-fea,1.982,-4.101e-5,-1979.600,898.665,7089.953,AX3Z0,4,90,-1192.740,1816.446,5518.752,AX3Z1,4,90
241,push-fea,1.982,-2.658e-5,212.592,-2163.930,7089.780,BX3Z0,4,90,-975.758,-1941.175,5518.647,BX3Z1,4,90
242,push-fea,1.983,-9.500e-6,1768.795,1265.797,7089.962,CX3Z0,4,90,2170.120,125.724,5518.479,CX3Z1,4,90
243,push-fea,1.990,0.000e0,473.674,957.633,8468.170,CX1Z0,4,90,1362.155,-208.917,7122.749,CX1Z1,4,90
244,push-fea,1.990,0.000e0,-1065.280,-69.013,8468.208,AX1Z0,4,90,-498.996,1283.880,7123.025,AX1Z1,4,90
245,push-fea,1.990,0.000e0,593.416,-888.336,8468.146,BX1Z0,4,90,-861.426,-1074.537,7122.979,BX1Z1,4,90
246,push-fea,1.999,-3.338e-4,1372.767,-11.488,6721.685,CX3Z4,4,90,3064.428,735.731,5961.898,CX3Z5,4,90
247,push-fea,2.000,-2.190e-4,-695.639,-1182.046,6721.759,BX3Z4,4,90,-894.762,-3020.792,5961.753,BX3Z5,4,90
248,push-fea,2.000,-2.120e-4,-675.058,1194.247,6721.859,AX3Z4,4,90,-2168.117,2286.061,5962.241,AX3Z5,4,90
249,push-fea,2.000,-2.652e-5,-469.126,1596.295,7977.057,AX2Z4,4,90,-1439.715,861.303,6390.384,AX2Z5,4,90
250,push-fea,2.000,-1.377e-5,1617.997,-390.998,7976.840,CX2Z4,4,90,1466.220,817.202,6390.301,CX2Z5,4,90
251,push-fea,2.000,0.000e0,-1146.995,-1204.812,7976.913,BX2Z4,4,90,-24.830,-1677.507,6390.282,BX2Z5,4,90
252,push-fea,2.010,-1.508e-4,-1500.102,2268.904,7256.204,AX3Z2,4,90,-2128.493,1217.356,5663.015,AX3Z3,4,90
253,push-fea,2.010,-7.449e-5,-1214.020,-2433.925,7256.109,BX3Z2,4,90,10.943,-2451.981,5662.799,BX3Z3,4,90
254,push-fea,2.010,-4.816e-5,2715.851,165.387,7256.058,CX3Z2,4,90,2118.836,1235.604,5662.973,CX3Z3,4,90
255,push-fea,2.030,0.000e0,701.581,370.739,7434.181,CX2Z2,4,90,2610.162,1018.869,7190.867,CX2Z3,4,90
256,push-fea,2.030,0.000e0,-670.437,421.697,7434.213,AX2Z2,4,90,-2186.150,1750.524,7190.905,AX2Z3,4,90
257,push-fea,2.031,0.000e0,-28.964,-791.811,7434.138,BX2Z2,4,90,-422.017,-2769.023,7190.796,BX2Z3,4,90
258,push-fea,2.031,0.000e0,228.027,403.463,7714.178,AX1Z4,4,90,-1316.811,1620.491,8219.872,AX1Z5,4,90
259,push-fea,2.031,0.000e0,-462.318,-4.536,7714.058,BX1Z4,4,90,-743.954,-1950.918,8219.906,BX1Z5,4,90
260,push-fea,2.031,0.000e0,236.091,-398.418,7714.062,CX1Z4,4,90,2062.583,331.022,8220.256,CX1Z5,4,90
261,push-fea,2.041,0.000e0,-1737.187,874.826,8157.685,AX2Z0,4,90,-864.564,2037.840,6725.693,AX2Z1,4,90
262,push-fea,2.041,0.000e0,111.981,-1942.021,8157.801,BX2Z0,4,90,-1331.419,-1767.971,6725.453,BX2Z1,4,90
263,push-fea,2.041,0.000e0,1626.935,1067.835,8157.680,CX2Z0,4,90,2198.174,-269.854,6725.609,CX2Z1,4,90
264,push-fea,2.050,0.000e0,-691.457,-812.124,8997.030,BX1Z2,4,90,254.518,-1626.953,7370.564,BX1Z3,4,90
265,push-fea,2.051,0.000e0,1050.060,-192.954,8997.185,CX1Z2,4,90,1282.856,1033.816,7370.590,CX1Z3,4,90
266,push-fea,2.051,0.000e0,-356.939,1005.666,8997.108,AX1Z2,4,90,-1535.798,593.771,7370.381,AX1Z3,4,90
267,push-fea,2.350,-2.026e-4,202.675,-658.748,7636.234,Z4,4,90,-1150.881,623.725,9065.714,Z5,4,90
268,push-fea,2.350,-1.777e-4,470.229,504.702,7636.199,Z8,4,90,36.323,-1308.734,9065.782,Z9,4,90
269,push-fea,2.350,-1.759e-4,-671.117,154.569,7636.292,Z0,4,90,1116.271,685.491,9065.948,Z1,4,90
270,push-fea,2.400,-1.818e-5,872.791,-678.682,8268.061,Z6,4,90,-225.276,849.203,9757.895,Z7,4,90
271,push-fea,2.400,-4.272e-6,-1023.568,-415.873,8268.227,Z2,4,90,848.934,-229.060,9757.787,Z3,4,90
272,push-fea,2.400,0.000e0,152.363,1095.029,8268.144,Z10,4,90,-621.831,-620.127,9757.731,Z11,4,90
273,pull-fea,0.274,0.000e0,202.675,-658.748,7636.234,Z4,4,90,236.091,-398.418,7714.062,CX1Z4,4,90
274,pull-fea,0.274,0.000e0,-671.117,154.569,7636.292,Z0,4,90,-462.318,-4.536,7714.058,BX1Z4,4,90
275,pull-fea,0.274,0.000e0,470.229,504.702,7636.199,Z8,4,90,228.027,403.463,7714.178,AX1Z4,4,90
276,pull-fea,0.335,0.000e0,-671.117,154.569,7636.292,Z0,4,90,-670.437,421.697,7434.213,AX2Z2,4,90
277,pull-fea,0.335,0.000e0,202.675,-658.748,7636.234,Z4,4,90,-28.964,-791.811,7434.138,BX2Z2,4,90
278,pull-fea,0.335,0.000e0,470.229,504.702,7636.199,Z8,4,90,701.581,370.739,7434.181,CX2Z2,4,90
279,pull-fea,0.403,0.000e0,872.791,-678.682,8268.061,Z6,4,90,593.416,-888.336,8468.146,BX1Z0,4,90
280,pull-fea,0.403,0.000e0,-1023.568,-415.873,8268.227,Z2,4,90,-1065.280,-69.013,8468.208,AX1Z0,4,90
281,pull-fea,0.403,0.000e0,152.363,1095.029,8268.144,Z10,4,90,473.674,957.633,8468.170,CX1Z0,4,90
282,pull-fea,0.447,9.245e-4,1362.155,-208.917,7122.749,CX1Z1,4,90,1372.767,-11.488,6721.685,CX3Z4,4,90
283,pull-fea,0.447,1.127e-3,-498.996,1283.880,7123.025,AX1Z1,4,90,-675.058,1194.247,6721.859,AX3Z4,4,90
284,pull-fea,0.447,1.229e-3,-861.426,-1074.537,7122.979,BX1Z1,4,90,-695.639,-1182.046,6721.759,BX3Z4,4,90
285,pull-fea,0.488,0.000e0,1466.220,817.202,6390.301,CX2Z5,4,90,1567.940,509.297,6025.968,CX4Z2,4,90
286,pull-fea,0.488,0.000e0,-24.830,-1677.507,6390.282,BX2Z5,4,90,-342.286,-1611.544,6025.814,BX4Z2,4,90
287,pull-fea,0.488,0.000e0,-1439.715,861.303,6390.384,AX2Z5,4,90,-1223.927,1103.370,6025.879,AX4Z2,4,90
288,pull-fea,0.607,0.000e0,-1535.798,593.771,7370.381,AX1Z3,4,90,-1979.600,898.665,7089.953,AX3Z0,4,90
289,pull-fea,0.607,0.000e0,1282.856,1033.816,7370.590,CX1Z3,4,90,1768.795,1265.797,7089.962,CX3Z0,4,90
290,pull-fea,0.607,0.000e0,254.518,-1626.953,7370.564,BX1Z3,4,90,212.592,-2163.930,7089.780,BX3Z0,4,90
291,pull-fea,0.751,1.041e-3,-1331.419,-1767.971,6725.453,BX2Z1,4,90,-1375.156,-2388.833,6304.765,BX4Z4,4,90
292,pull-fea,0.752,1.127e-3,-864.564,2037.840,6725.693,AX2Z1,4,90,-1380.486,2386.412,6304.622,AX4Z4,4,90
293,pull-fea,0.752,1.010e-3,2198.174,-269.854,6725.609,CX2Z1,4,90,2757.714,3.273,6304.225,CX4Z4,4,90
294,pull-fea,0.788,2.959e-4,848.934,-229.060,9757.787,Z3,4,90,1050.060,-192.954,8997.185,CX1Z2,4,90
295,pull-fea,0.788,2.440e-4,-621.831,-620.127,9757.731,Z11,4,90,-691.457,-812.124,8997.030,BX1Z2,4,90
296,pull-fea,0.788,1.856e-4,-225.276,849.203,9757.895,Z7,4,90,-356.939,1005.666,8997.108,AX1Z2,4,90
297,pull-fea,0.850,0.000e0,152.363,1095.029,8268.144,Z10,4,90,-469.126,1596.295,7977.057,AX2Z4,4,90
298,pull-fea,0.850,0.000e0,-1023.568,-415.873,8268.227,Z2,4,90,-1146.995,-1204.812,7976.913,BX2Z4,4,90
299,pull-fea,0.850,0.000e0,872.791,-678.682,8268.061,Z6,4,90,1617.997,-390.998,7976.840,CX2Z4,4,90
300,pull-fea,0.858,1.014e-3,111.981,-1942.021,8157.801,BX2Z0,4,90,-743.954,-1950.918,8219.906,BX1Z5,4,90
301,pull-fea,0.858,1.036e-3,1626.935,1067.835,8157.680,CX2Z0,4,90,2062.583,331.022,8220.256,CX1Z5,4,90
302,pull-fea,0.858,1.024e-3,-1737.187,874.826,8157.685,AX2Z0,4,90,-1316.811,1620.491,8219.872,AX1Z5,4,90
303,pull-fea,0.860,0.000e0,-1500.102,2268.904,7256.204,AX3Z2,4,90,-864.564,2037.840,6725.693,AX2Z1,4,90
304,pull-fea,0.860,0.000e0,2715.851,165.387,7256.058,CX3Z2,4,90,2198.174,-269.854,6725.609,CX2Z1,4,90
305,pull-fea,0.860,0.000e0,-1214.020,-2433.925,7256.109,BX3Z2,4,90,-1331.419,-1767.971,6725.453,BX2Z1,4,90
306,pull-fea,0.860,6.199e-4,1626.935,1067.835,8157.680,CX2Z0,4,90,1282.856,1033.816,7370.590,CX1Z3,4,90
307,pull-fea,0.860,7.745e-4,111.981,-1942.021,8157.801,BX2Z0,4,90,254.518,-1626.953,7370.564,BX1Z3,4,90
308,pull-fea,0.860,8.177e-4,-1737.187,874.826,8157.685,AX2Z0,4,90,-1535.798,593.771,7370.381,AX1Z3,4,90
309,pull-fea,0.861,0.000e0,-2512.702,1510.311,6376.195,AX4Z0,4,90,-2128.493,1217.356,5663.015,AX3Z3,4,90
310,pull-fea,0.861,0.000e0,2565.133,1421.965,6375.867,CX4Z0,4,90,2118.836,1235.604,5662.973,CX3Z3,4,90
311,pull-fea,0.861,0.000e0,-50.710,-2931.527,6375.817,BX4Z0,4,90,10.943,-2451.981,5662.799,BX3Z3,4,90
312,pull-fea,0.862,1.581e-4,-1500.102,2268.904,7256.204,AX3Z2,4,90,-2186.150,1750.524,7190.905,AX2Z3,4,90
313,pull-fea,0.862,2.881e-4,-1214.020,-2433.925,7256.109,BX3Z2,4,90,-422.017,-2769.023,7190.796,BX2Z3,4,90
314,pull-fea,0.862,3.118e-4,2715.851,165.387,7256.058,CX3Z2,4,90,2610.162,1018.869,7190.867,CX2Z3,4,90
315,pull-fea,0.865,0.000e0,-695.639,-1182.046,6721.759,BX3Z4,4,90,-1331.419,-1767.971,6725.453,BX2Z1,4,90
316,pull-fea,0.865,0.000e0,-675.058,1194.247,6721.859,AX3Z4,4,90,-864.564,2037.840,6725.693,AX2Z1,4,90
317,pull-fea,0.865,1.604e-4,-1380.486,2386.412,6304.622,AX4Z4,4,90,-2168.117,2286.061,5962.241,AX3Z5,4,90
318,pull-fea,0.865,2.468e-4,2757.714,3.273,6304.225,CX4Z4,4,90,3064.428,735.731,5961.898,CX3Z5,4,90
319,pull-fea,0.865,2.412e-4,-1375.156,-2388.833,6304.765,BX4Z4,4,90,-894.762,-3020.792,5961.753,BX3Z5,4,90
320,pull-fea,0.865,0.000e0,1372.767,-11.488,6721.685,CX3Z4,4,90,2198.174,-269.854,6725.609,CX2Z1,4,90
321,pull-fea,0.876,0.000e0,-1223.927,1103.370,6025.879,AX4Z2,4,90,-1192.740,1816.446,5518.752,AX3Z1,4,90
322,pull-fea,0.876,0.000e0,-342.286,-1611.544,6025.814,BX4Z2,4,90,-975.758,-1941.175,5518.647,BX3Z1,4,90
323,pull-fea,0.876,0.000e0,1567.940,509.297,6025.968,CX4Z2,4,90,2170.120,125.724,5518.479,CX3Z1,4,90
