# Open Claw, Phase: slack, Height: 10953.9mm, Created: 2026-05-26 12:36
#
# === Connector parameters (see diagram) ===
# A  radius van de buis (push_radius):        20.0mm  (0.02000m)
# B  marge (push_radius_margin):              1.0mm  (0.00100m)
# C  offset door radius (= t1/2):             2.5mm  (0.00250m)
# D  randafstand (tab_extension):           30.0mm  (0.03000m)
# E  diameter gat (tab_hole_diameter):      14.0mm  (0.01400m)
# t1 dikte staal (disc_thickness):             5.0mm  (0.00500m)
# t2 dikte POM (disc_separator):              2.0mm  (0.00200m)
#    cap_thickness:                           5.0mm  (0.00500m)
#    pull_radius:                             7.0mm  (0.00700m)
#
# === Afgeleide waarden ===
#    A + B + C  = 23.5mm  (halve breedte schijf)
#    C + D + E  = 46.5mm  (tab lengte)
#    t1 + t2    = 7.0mm  (schijf + separator)
#    disc_center_offset(0) = 9.5mm  (as-afstand tot centrum eerste schijf)
#
# Orientation check (CSV coords, mm, Z-up): ground plane at Z=0, apex at Z=10953.9
# Lowest[1]: joint=C52 X=2953.9 Y=884.0 Z=3769.5
# Lowest[2]: joint=B52 X=-711.8 Y=-2999.5 Z=3769.6
# Lowest[3]: joint=A52 X=-2241.8 Y=2117.0 Z=3770.0
# Highest:   joint=Z1 X=0.8 Y=-0.1 Z=10953.9
# === Bend snap quality ===
# Bend count (K):       4
# Magnitude source:     LOCKED to factory inventory (no per-export reoptimisation)
# Optimal magnitudes:   [12°, 30°, 49°, 68°]
# Effective signed set: [-68°, -49°, -30°, -12°, +12°, +30°, +49°, +68°]
# Bend counts (signed): -68°×60  -49°×114  -30°×78  -12°×27  +12°×51  +30°×24  +49°×6  +68°×0
# Bend counts (per magnitude): 12°×78  30°×102  49°×120  68°×60
# Cable ends measured:  360
# Snap error:           mean |Δ|=4.77°  max |Δ|=9.43°  RMS=5.54°
#
# === Tab arm clearance ===
# Per joint-end, minimum 3D distance between any two arm segments (tab_pos -> pull_end_pos).
# Joint-ends measured: 92
# Pairs measured:      528
# Clearance:           min=15.0mm  mean=38.7mm  max=51.5mm
#
Index,Role,Length(m),Strain,AlphaX,AlphaY,AlphaZ,AlphaJoint,AlphaSlot,AlphaAngle,OmegaX,OmegaY,OmegaZ,OmegaJoint,OmegaSlot,OmegaAngle
154,pull,0.890,7.441e-3,-559.151,-2555.892,5493.749,B51,2,-30,-158.234,-3222.743,5061.489,B44,2,-68
155,pull,0.892,2.351e-1,-1345.596,2357.923,6282.083,A45,1,-68,-1190.439,1876.501,5546.854,A32,4,-30
156,pull,0.892,2.351e-1,2715.574,-12.638,6281.704,C45,1,-68,2220.817,93.741,5546.643,C32,4,-30
157,pull,0.892,2.351e-1,-1368.060,-2344.281,6281.989,B45,1,-68,-1028.795,-1969.156,5546.693,B32,4,-30
158,pull,0.880,2.106e-1,-942.537,-1940.722,5452.392,B32,3,+12,-447.714,-1917.307,4725.468,B46,2,-68
159,pull,0.880,2.106e-1,2153.037,154.224,5452.362,C32,3,+12,1885.085,571.280,4725.583,C46,2,-68
160,pull,0.880,2.106e-1,-1208.951,1787.596,5452.546,A32,3,+12,-1436.339,1347.283,4725.619,A46,2,-68
161,pull,0.883,2.193e-1,-2177.930,1249.791,5606.224,A34,3,+30,-2745.900,1681.271,5086.266,A44,1,-68
162,pull,0.883,2.192e-1,2171.687,1262.239,5606.136,C34,3,+30,2829.166,1538.427,5085.824,C44,1,-68
163,pull,0.883,2.192e-1,7.607,-2511.014,5606.005,B34,3,+30,-82.261,-3218.577,5085.828,B44,1,-68
164,pull,0.963,8.482e-3,-44.079,-45.345,9162.190,Z2,3,-30,-564.945,-615.083,9738.321,C01,1,-68
165,pull,0.959,8.483e-3,62.355,-15.813,9169.186,Z2,2,-30,816.216,-182.128,9738.261,A01,1,-68
166,pull,0.955,8.485e-3,-16.438,61.590,9176.204,Z2,1,-30,-249.334,797.469,9738.467,B01,1,-68
167,pull,0.966,2.125e-2,38.915,-1370.020,9036.242,C02,4,-12,109.140,-1892.927,8226.908,B21,3,+30
168,pull,0.966,2.124e-2,-1205.159,652.004,9036.313,B02,4,-12,-1693.168,852.665,8226.942,A21,3,+30
169,pull,0.966,2.119e-2,1167.875,718.380,9036.466,A02,4,-12,1585.885,1040.808,8226.936,C21,3,+30
170,pull,1.016,1.637e-1,-2154.875,2315.853,5890.672,A36,3,+12,-1687.117,2613.387,5039.630,A42,1,-68
171,pull,1.016,1.636e-1,-927.186,-3024.164,5890.383,B36,3,+12,-1418.854,-2767.509,5039.453,B42,1,-68
172,pull,1.016,1.636e-1,3083.544,709.352,5890.292,C36,3,+12,3106.942,155.427,5039.085,C42,1,-68
173,pull,1.024,2.685e-2,-1339.779,1674.472,8166.243,A16,3,+12,-1483.112,2241.629,7326.173,A33,3,+30
174,pull,1.024,2.682e-2,-779.221,-1997.823,8166.313,B16,3,+12,-1198.788,-2405.605,7325.977,B33,3,+30
175,pull,1.024,2.682e-2,2120.750,323.812,8166.392,C16,3,+12,2683.866,164.407,7325.811,C33,3,+30
176,pull,1.190,0.000e0,-486.443,-34.158,7671.076,B15,2,-49,-869.626,-1022.950,7130.300,B12,2,-30
177,pull,1.190,0.000e0,273.812,-404.450,7671.044,C15,2,-49,1321.779,-241.876,7130.333,C12,2,-30
178,pull,1.190,0.000e0,214.389,439.049,7671.112,A15,2,-49,-450.348,1265.318,7130.327,A12,2,-30
179,pull,1.276,2.991e-2,-18.888,-2960.438,6334.872,B41,4,-49,-105.513,-3263.764,5098.960,B44,4,-49
180,pull,1.276,2.992e-2,2574.253,1463.999,6334.929,C41,4,-49,2879.927,1540.894,5098.942,C44,4,-49
181,pull,1.276,2.993e-2,-2553.647,1497.328,6335.270,A41,4,-49,-2773.410,1724.002,5099.408,A44,4,-49
182,pull,1.281,3.268e-2,2800.271,-0.969,6275.531,C45,4,-49,3079.602,109.541,5030.392,C42,4,-49
183,pull,1.281,3.269e-2,-1398.052,2425.443,6275.940,A45,4,-49,-1633.701,2612.652,5030.925,A42,4,-49
184,pull,1.281,3.269e-2,-1400.310,-2423.461,6275.840,B45,4,-49,-1444.919,-2720.868,5030.763,B42,4,-49
185,pull,1.269,3.705e-2,-687.292,428.178,7379.860,A23,2,-49,-1420.011,813.764,6418.066,A26,2,-49
186,pull,1.269,3.706e-2,-26.174,-809.542,7379.860,B23,2,-49,6.297,-1636.778,6417.967,B26,2,-49
187,pull,1.269,3.706e-2,715.265,381.877,7379.892,C23,2,-49,1415.513,823.697,6418.082,C26,2,-49
188,pull,1.271,3.717e-2,598.614,-925.796,8436.194,B11,2,-49,298.068,-1601.112,7402.499,B14,2,-49
189,pull,1.271,3.717e-2,-1100.329,-54.786,8436.230,A11,2,-49,-1534.932,543.138,7402.540,A14,2,-49
190,pull,1.271,3.718e-2,503.461,981.006,8436.268,C11,2,-49,1238.634,1058.471,7402.593,C14,2,-49
191,pull,1.279,3.869e-2,-1212.944,1104.461,5971.839,A43,2,-49,-1465.926,1298.332,4732.843,A46,4,-49
192,pull,1.279,3.871e-2,-348.922,-1602.721,5971.769,B43,2,-49,-390.521,-1918.459,4732.685,B46,4,-49
193,pull,1.279,3.871e-2,1563.587,499.145,5971.948,C43,2,-49,1857.485,621.378,4732.820,C46,4,-49
194,pull,1.300,4.539e-2,1663.186,1088.709,8140.615,C21,4,-49,2604.935,1037.986,7246.577,C24,4,-49
195,pull,1.300,4.541e-2,-1773.301,895.652,8140.621,A21,4,-49,-2200.284,1736.655,7246.620,A24,4,-49
196,pull,1.300,4.543e-2,111.990,-1983.821,8140.591,B21,4,-49,-402.816,-2774.079,7246.519,B24,4,-49
197,pull,1.288,4.581e-2,-389.841,1047.010,8981.095,A13,2,-49,-1299.370,1619.155,8271.667,A16,4,-49
198,pull,1.288,4.581e-2,-710.794,-861.373,8981.100,B13,2,-49,-751.522,-1935.163,8271.736,B16,4,-49
199,pull,1.288,4.581e-2,1102.306,-185.195,8981.128,C13,2,-49,2052.633,316.460,8271.812,C16,4,-49
200,pull,1.305,5.057e-2,-465.706,1641.701,7947.968,A25,4,-49,-820.951,2041.611,6757.358,A22,4,-49
201,pull,1.305,5.058e-2,1655.436,-416.779,7947.943,C25,4,-49,2179.304,-309.039,6757.276,C22,4,-49
202,pull,1.305,5.059e-2,-1187.988,-1224.621,7947.875,B25,4,-49,-1356.475,-1732.122,6757.159,B22,4,-49
203,pull,1.318,4.785e-3,2900.375,871.104,3765.474,C52,3,-49,1946.606,628.518,4642.849,C46,3,+12
204,pull,1.318,4.761e-3,-2203.846,2077.016,3765.927,A52,3,-49,-1516.685,1371.975,4642.906,A46,3,+12
205,pull,1.318,4.751e-3,-696.164,-2946.663,3765.612,B52,3,-49,-428.940,-1999.218,4642.739,B46,3,+12
206,pull,1.307,4.984e-3,2978.273,838.003,3798.932,C52,1,-49,3083.025,172.985,4919.592,C42,3,+12
207,pull,1.307,4.960e-3,-2214.125,2161.021,3799.417,A52,1,-49,-1690.382,2583.932,4920.130,A42,3,+12
208,pull,1.307,4.946e-3,-763.775,-2997.566,3799.102,B52,1,-49,-1391.729,-2755.582,4919.953,B42,3,+12
209,pull,1.314,5.427e-3,2964.960,933.212,3796.250,C52,2,-49,2879.087,1497.670,4979.227,C44,3,+12
210,pull,1.314,5.392e-3,-2289.917,2101.889,3796.731,A52,2,-49,-2735.583,1744.921,4979.690,A44,3,+12
211,pull,1.314,5.379e-3,-674.674,-3033.649,3796.396,B52,2,-49,-142.555,-3241.436,4979.252,B44,3,+12
212,pull,1.363,9.753e-2,-699.765,-1170.775,6673.899,B35,4,-49,-983.959,-1896.769,5555.791,B32,2,-49
213,pull,1.363,9.755e-2,1364.923,-20.809,6673.895,C35,4,-49,2135.702,96.361,5555.751,C32,2,-49
214,pull,1.363,9.756e-2,-663.351,1192.205,6673.936,A35,4,-49,-1150.162,1801.476,5555.940,A32,2,-49
215,pull,1.369,1.048e-1,-1230.453,-2464.552,7227.643,B33,4,-68,-911.741,-3013.866,6014.865,B36,1,-49
216,pull,1.369,1.048e-1,2750.737,166.487,7227.471,C33,4,-68,3066.924,717.540,6014.781,C36,1,-49
217,pull,1.369,1.048e-1,-1518.335,2298.535,7227.850,A33,4,-68,-2153.660,2297.326,6015.156,A36,1,-49
218,pull,1.383,1.127e-1,-2025.556,884.952,7053.903,A31,4,-49,-2131.907,1190.817,5709.174,A34,2,-49
219,pull,1.383,1.127e-1,1779.925,1312.490,7053.952,C31,4,-49,2097.635,1251.858,5709.114,C34,2,-49
220,pull,1.383,1.127e-1,247.384,-2196.857,7053.773,B31,4,-49,35.673,-2441.693,5708.976,B34,2,-49
221,pull,1.362,5.887e-3,-37.100,-38.609,10928.257,Z1,1,-49,-594.861,-617.343,9828.320,C01,3,+12
222,pull,1.368,5.891e-3,53.039,-13.599,10935.254,Z1,2,-49,833.134,-206.928,9828.260,A01,3,+12
223,pull,1.374,5.892e-3,-13.691,51.954,10942.269,Z1,3,-49,-236.313,824.499,9828.477,B01,3,+12
224,pull,1.410,0.000e0,1074.822,702.407,9124.199,A02,3,-30,-180.966,864.260,9744.776,B01,2,-49
225,pull,1.410,0.000e0,71.612,-1281.461,9123.984,C02,3,-30,839.880,-274.731,9744.555,A01,2,-49
226,pull,1.410,0.000e0,-1144.806,579.406,9124.052,B02,3,-30,-656.975,-589.281,9744.622,C01,2,-49
227,push-fea,1.838,-4.772e-3,0.611,0.147,9138.942,Z2,3,90,0.753,-0.091,10977.354,Z1,3,90
228,push-fea,1.839,-4.254e-3,2466.990,731.462,5512.158,C51,3,90,2960.245,885.943,3746.935,C52,3,90
229,push-fea,1.839,-4.234e-3,-1865.822,1770.920,5512.468,A51,3,90,-2246.633,2121.454,3747.412,A52,3,90
230,push-fea,1.839,-4.219e-3,-599.783,-2501.226,5512.253,B51,3,90,-713.263,-3005.932,3747.088,B52,3,90
231,push-fea,1.912,-9.676e-2,-1226.075,1102.329,6027.387,A43,4,90,-2749.494,1720.516,5050.893,A44,4,90
232,push-fea,1.912,-9.675e-2,-340.505,-1613.040,6027.313,B43,4,90,-114.456,-3241.298,5050.451,B44,4,90
233,push-fea,1.912,-9.675e-2,1568.329,511.583,6027.493,C43,4,90,2864.934,1521.920,5050.435,C44,4,90
234,push-fea,1.918,-9.392e-2,-1371.198,-2390.542,6307.567,B45,4,90,-421.018,-1949.728,4700.591,B46,4,90
235,push-fea,1.918,-9.391e-2,2757.215,7.771,6307.274,C45,4,90,1899.805,610.616,4700.711,C46,4,90
236,push-fea,1.918,-9.391e-2,-1384.085,2383.775,6307.667,A45,4,90,-1477.769,1340.375,4700.750,A46,4,90
237,push-fea,1.953,-7.731e-2,-2519.761,1512.693,6374.685,A41,4,90,-1668.900,2598.987,4992.038,A42,4,90
238,push-fea,1.953,-7.729e-2,-49.129,-2938.780,6374.296,B41,4,90,-1415.497,-2744.516,4991.867,B42,4,90
239,push-fea,1.953,-7.728e-2,2570.631,1426.972,6374.346,C41,4,90,3085.346,146.854,4991.500,C42,4,90
240,push-fea,1.983,-6.352e-2,1771.901,1271.091,7088.005,C31,4,90,2170.859,124.488,5520.604,C32,4,90
241,push-fea,1.983,-6.351e-2,215.555,-2169.201,7087.831,B31,4,90,-977.187,-1941.278,5520.641,B32,4,90
242,push-fea,1.983,-6.351e-2,-1985.689,898.687,7087.959,A31,4,90,-1192.098,1817.870,5520.797,A32,4,90
243,push-fea,1.989,-6.026e-2,584.332,-884.236,8472.681,B11,4,90,-862.809,-1086.236,7122.516,B12,4,90
244,push-fea,1.989,-6.026e-2,-1057.197,-63.198,8472.717,A11,4,90,-508.564,1291.058,7122.543,A12,4,90
245,push-fea,1.989,-6.026e-2,474.609,947.856,8472.753,C11,4,90,1373.179,-204.330,7122.554,C12,4,90
246,push-fea,1.996,-5.703e-2,-688.473,-1187.976,6724.043,B35,4,90,-892.673,-3020.370,5958.599,B36,4,90
247,push-fea,1.996,-5.702e-2,-683.889,1191.017,6724.081,A35,4,90,-2168.833,2284.069,5958.891,A36,4,90
248,push-fea,1.996,-5.701e-2,1374.173,-2.433,6724.040,C35,4,90,3063.013,737.320,5958.521,C36,4,90
249,push-fea,2.005,-5.314e-2,-469.457,1596.248,7977.257,A25,4,90,-1445.267,856.693,6390.107,A26,4,90
250,push-fea,2.005,-5.314e-2,-1146.753,-1205.141,7977.167,B25,4,90,-18.247,-1680.112,6390.000,B26,4,90
251,push-fea,2.005,-5.314e-2,1617.951,-390.803,7977.234,C25,4,90,1465.318,824.108,6390.122,C26,4,90
252,push-fea,2.006,-5.224e-2,-1499.566,2270.821,7254.554,A33,4,90,-2129.052,1224.009,5662.778,A34,4,90
253,push-fea,2.006,-5.223e-2,-1215.836,-2434.445,7254.354,B33,4,90,5.501,-2455.811,5662.577,B34,4,90
254,push-fea,2.006,-5.223e-2,2717.358,164.081,7254.184,C33,4,90,2124.941,1232.798,5662.708,C34,4,90
255,push-fea,2.025,-4.335e-2,-671.119,428.080,7434.641,A23,4,90,-2185.494,1751.625,7196.670,A24,4,90
256,push-fea,2.025,-4.334e-2,-34.176,-795.490,7434.642,B23,4,90,-423.175,-2768.754,7196.568,B24,4,90
257,push-fea,2.025,-4.334e-2,707.097,367.918,7434.672,C23,4,90,2610.504,1017.692,7196.627,C24,4,90
258,push-fea,2.032,-4.039e-2,229.773,408.602,7716.923,A15,4,90,-1316.637,1625.963,8220.742,A16,4,90
259,push-fea,2.032,-4.038e-2,239.747,-402.552,7716.853,C15,4,90,2067.167,328.013,8220.889,C16,4,90
260,push-fea,2.032,-4.037e-2,-467.768,-5.608,7716.887,B15,4,90,-748.785,-1953.523,8220.812,B16,4,90
261,push-fea,2.040,-3.656e-2,-1726.470,875.419,8158.932,A21,4,90,-862.718,2038.237,6722.977,A22,4,90
262,push-fea,2.040,-3.656e-2,106.094,-1933.146,8158.898,B21,4,90,-1332.660,-1766.598,6722.777,B22,4,90
263,push-fea,2.040,-3.655e-2,1622.248,1058.270,8158.928,C21,4,90,2197.263,-271.182,6722.895,C22,4,90
264,push-fea,2.049,-3.225e-2,-357.750,1001.232,8992.802,A13,4,90,-1539.385,590.141,7370.393,A14,4,90
265,push-fea,2.049,-3.224e-2,-687.198,-810.690,8992.805,B13,4,90,259.588,-1628.468,7370.352,B14,4,90
266,push-fea,2.049,-3.223e-2,1046.615,-190.100,8992.828,C13,4,90,1281.567,1038.825,7370.448,C14,4,90
267,push-fea,2.353,-6.862e-2,475.717,500.407,7638.777,C04,4,90,39.729,-1310.681,9077.119,C02,4,90
268,push-fea,2.353,-6.862e-2,196.253,-661.398,7638.733,B04,4,90,-1154.176,621.627,9077.188,B02,4,90
269,push-fea,2.354,-6.862e-2,-670.186,161.457,7638.760,A04,4,90,1116.074,689.414,9077.336,A02,4,90
270,push-fea,2.404,-4.867e-2,160.586,1100.422,8271.825,C03,4,90,-614.161,-625.714,9754.725,C01,4,90
271,push-fea,2.404,-4.867e-2,-1032.316,-411.337,8271.848,A03,4,90,850.029,-219.438,9754.659,A01,4,90
272,push-fea,2.404,-4.866e-2,873.417,-688.566,8271.784,B03,4,90,-233.925,845.400,9754.881,B01,4,90
273,pull-fea,0.274,9.017e-2,-670.186,161.457,7638.760,A04,4,90,-467.768,-5.608,7716.887,B15,4,90
274,pull-fea,0.274,9.018e-2,196.253,-661.398,7638.733,B04,4,90,239.747,-402.552,7716.853,C15,4,90
275,pull-fea,0.274,9.016e-2,475.717,500.407,7638.777,C04,4,90,229.773,408.602,7716.923,A15,4,90
276,pull-fea,0.336,1.252e-1,196.253,-661.398,7638.733,B04,4,90,-34.176,-795.490,7434.642,B23,4,90
277,pull-fea,0.336,1.252e-1,475.717,500.407,7638.777,C04,4,90,707.097,367.918,7434.672,C23,4,90
278,pull-fea,0.336,1.251e-1,-670.186,161.457,7638.760,A04,4,90,-671.119,428.080,7434.641,A23,4,90
279,pull-fea,0.403,5.695e-2,-1032.316,-411.337,8271.848,A03,4,90,-1057.197,-63.198,8472.717,A11,4,90
280,pull-fea,0.403,5.697e-2,873.417,-688.566,8271.784,B03,4,90,584.332,-884.236,8472.681,B11,4,90
281,pull-fea,0.403,5.697e-2,160.586,1100.422,8271.825,C03,4,90,474.609,947.856,8472.753,C11,4,90
282,pull-fea,0.447,6.801e-2,-508.564,1291.058,7122.543,A12,4,90,-683.889,1191.017,6724.081,A35,4,90
283,pull-fea,0.447,6.797e-2,-862.809,-1086.236,7122.516,B12,4,90,-688.473,-1187.976,6724.043,B35,4,90
284,pull-fea,0.447,6.798e-2,1373.179,-204.330,7122.554,C12,4,90,1374.173,-2.433,6724.040,C35,4,90
285,pull-fea,0.490,4.056e-2,1465.318,824.108,6390.122,C26,4,90,1568.329,511.583,6027.493,C43,4,90
286,pull-fea,0.490,4.057e-2,-18.247,-1680.112,6390.000,B26,4,90,-340.505,-1613.040,6027.313,B43,4,90
287,pull-fea,0.490,4.054e-2,-1445.267,856.693,6390.107,A26,4,90,-1226.075,1102.329,6027.387,A43,4,90
288,pull-fea,0.612,6.357e-2,1281.567,1038.825,7370.448,C14,4,90,1771.901,1271.091,7088.005,C31,4,90
289,pull-fea,0.612,6.355e-2,259.588,-1628.468,7370.352,B14,4,90,215.555,-2169.201,7087.831,B31,4,90
290,pull-fea,0.612,6.355e-2,-1539.385,590.141,7370.393,A14,4,90,-1985.689,898.687,7087.959,A31,4,90
291,pull-fea,0.750,2.985e-2,-1332.660,-1766.598,6722.777,B22,4,90,-1371.198,-2390.542,6307.567,B45,4,90
292,pull-fea,0.751,2.980e-2,-862.718,2038.237,6722.977,A22,4,90,-1384.085,2383.775,6307.667,A45,4,90
293,pull-fea,0.751,2.978e-2,2197.263,-271.182,6722.895,C22,4,90,2757.215,7.771,6307.274,C45,4,90
294,pull-fea,0.787,3.458e-2,850.029,-219.438,9754.659,A01,4,90,1046.615,-190.100,8992.828,C13,4,90
295,pull-fea,0.787,3.456e-2,-614.161,-625.714,9754.725,C01,4,90,-687.198,-810.690,8992.805,B13,4,90
296,pull-fea,0.788,3.454e-2,-233.925,845.400,9754.881,B01,4,90,-357.750,1001.232,8992.802,A13,4,90
297,pull-fea,0.854,5.611e-2,160.586,1100.422,8271.825,C03,4,90,-469.457,1596.248,7977.257,A25,4,90
298,pull-fea,0.854,5.609e-2,873.417,-688.566,8271.784,B03,4,90,1617.951,-390.803,7977.234,C25,4,90
299,pull-fea,0.854,5.606e-2,-1032.316,-411.337,8271.848,A03,4,90,-1146.753,-1205.141,7977.167,B25,4,90
300,pull-fea,0.857,7.170e-2,106.094,-1933.146,8158.898,B21,4,90,-748.785,-1953.523,8220.812,B16,4,90
301,pull-fea,0.857,7.170e-2,1622.248,1058.270,8158.928,C21,4,90,2067.167,328.013,8220.889,C16,4,90
302,pull-fea,0.857,7.172e-2,-1726.470,875.419,8158.932,A21,4,90,-1316.637,1625.963,8220.742,A16,4,90
303,pull-fea,0.859,7.394e-2,1622.248,1058.270,8158.928,C21,4,90,1281.567,1038.825,7370.448,C14,4,90
304,pull-fea,0.859,7.397e-2,-1726.470,875.419,8158.932,A21,4,90,-1539.385,590.141,7370.393,A14,4,90
305,pull-fea,0.859,7.398e-2,106.094,-1933.146,8158.898,B21,4,90,259.588,-1628.468,7370.352,B14,4,90
306,pull-fea,0.862,7.690e-2,2717.358,164.081,7254.184,C33,4,90,2197.263,-271.182,6722.895,C22,4,90
307,pull-fea,0.862,7.692e-2,-1215.836,-2434.445,7254.354,B33,4,90,-1332.660,-1766.598,6722.777,B22,4,90
308,pull-fea,0.862,7.692e-2,-1499.566,2270.821,7254.554,A33,4,90,-862.718,2038.237,6722.977,A22,4,90
309,pull-fea,0.862,7.730e-2,2570.631,1426.972,6374.346,C41,4,90,2124.941,1232.798,5662.708,C34,4,90
310,pull-fea,0.862,7.731e-2,-49.129,-2938.780,6374.296,B41,4,90,5.501,-2455.811,5662.577,B34,4,90
311,pull-fea,0.862,7.732e-2,-2519.761,1512.693,6374.685,A41,4,90,-2129.052,1224.009,5662.778,A34,4,90
312,pull-fea,0.862,7.775e-2,2717.358,164.081,7254.184,C33,4,90,2610.504,1017.692,7196.627,C24,4,90
313,pull-fea,0.862,7.777e-2,-1499.566,2270.821,7254.554,A33,4,90,-2185.494,1751.625,7196.670,A24,4,90
314,pull-fea,0.862,7.777e-2,-1215.836,-2434.445,7254.354,B33,4,90,-423.175,-2768.754,7196.568,B24,4,90
315,pull-fea,0.865,8.064e-2,2757.215,7.771,6307.274,C45,4,90,3063.013,737.320,5958.521,C36,4,90
316,pull-fea,0.865,8.067e-2,-1384.085,2383.775,6307.667,A45,4,90,-2168.833,2284.069,5958.891,A36,4,90
317,pull-fea,0.865,8.069e-2,-1371.198,-2390.542,6307.567,B45,4,90,-892.673,-3020.370,5958.599,B36,4,90
318,pull-fea,0.866,8.232e-2,1374.173,-2.433,6724.040,C35,4,90,2197.263,-271.182,6722.895,C22,4,90
319,pull-fea,0.866,8.236e-2,-683.889,1191.017,6724.081,A35,4,90,-862.718,2038.237,6722.977,A22,4,90
320,pull-fea,0.866,8.237e-2,-688.473,-1187.976,6724.043,B35,4,90,-1332.660,-1766.598,6722.777,B22,4,90
321,pull-fea,0.877,9.672e-2,-1226.075,1102.329,6027.387,A43,4,90,-1192.098,1817.870,5520.797,A32,4,90
322,pull-fea,0.877,9.674e-2,1568.329,511.583,6027.493,C43,4,90,2170.859,124.488,5520.604,C32,4,90
323,pull-fea,0.877,9.674e-2,-340.505,-1613.040,6027.313,B43,4,90,-977.187,-1941.278,5520.641,B32,4,90
324,pull-fea,0.882,1.024e-1,-1146.753,-1205.141,7977.167,B25,4,90,-748.785,-1953.523,8220.812,B16,4,90
325,pull-fea,0.882,1.025e-1,1617.951,-390.803,7977.234,C25,4,90,2067.167,328.013,8220.889,C16,4,90
326,pull-fea,0.882,1.025e-1,-469.457,1596.248,7977.257,A25,4,90,-1316.637,1625.963,8220.742,A16,4,90
327,pull-fea,0.883,1.034e-1,-1985.689,898.687,7087.959,A31,4,90,-2185.494,1751.625,7196.670,A24,4,90
328,pull-fea,0.883,1.034e-1,215.555,-2169.201,7087.831,B31,4,90,-423.175,-2768.754,7196.568,B24,4,90
329,pull-fea,0.883,1.034e-1,1771.901,1271.091,7088.005,C31,4,90,2610.504,1017.692,7196.627,C24,4,90
330,pull-fea,0.884,1.045e-1,-1985.689,898.687,7087.959,A31,4,90,-1445.267,856.693,6390.107,A26,4,90
331,pull-fea,0.884,1.046e-1,1771.901,1271.091,7088.005,C31,4,90,1465.318,824.108,6390.122,C26,4,90
332,pull-fea,0.884,1.046e-1,215.555,-2169.201,7087.831,B31,4,90,-18.247,-1680.112,6390.000,B26,4,90
333,pull-fea,0.886,1.070e-1,707.097,367.918,7434.672,C23,4,90,1281.567,1038.825,7370.448,C14,4,90
334,pull-fea,0.886,1.070e-1,-671.119,428.080,7434.641,A23,4,90,-1539.385,590.141,7370.393,A14,4,90
335,pull-fea,0.886,1.070e-1,-34.176,-795.490,7434.642,B23,4,90,259.588,-1628.468,7370.352,B14,4,90
336,pull-fea,0.886,1.079e-1,1046.615,-190.100,8992.828,C13,4,90,1116.074,689.414,9077.336,A02,4,90
337,pull-fea,0.886,1.079e-1,-357.750,1001.232,8992.802,A13,4,90,-1154.176,621.627,9077.188,B02,4,90
338,pull-fea,0.886,1.079e-1,-687.198,-810.690,8992.805,B13,4,90,39.729,-1310.681,9077.119,C02,4,90
339,pull-fea,0.890,1.119e-1,239.747,-402.552,7716.853,C15,4,90,873.417,-688.566,8271.784,B03,4,90
340,pull-fea,0.890,1.119e-1,-467.768,-5.608,7716.887,B15,4,90,-1032.316,-411.337,8271.848,A03,4,90
341,pull-fea,0.890,1.120e-1,229.773,408.602,7716.923,A15,4,90,160.586,1100.422,8271.825,C03,4,90
342,pull-fea,0.893,1.169e-1,-357.750,1001.232,8992.802,A13,4,90,160.586,1100.422,8271.825,C03,4,90
343,pull-fea,0.894,1.169e-1,-687.198,-810.690,8992.805,B13,4,90,-1032.316,-411.337,8271.848,A03,4,90
344,pull-fea,0.894,1.169e-1,1046.615,-190.100,8992.828,C13,4,90,873.417,-688.566,8271.784,B03,4,90
345,pull-fea,0.896,1.201e-1,1374.173,-2.433,6724.040,C35,4,90,1465.318,824.108,6390.122,C26,4,90
346,pull-fea,0.896,1.201e-1,-688.473,-1187.976,6724.043,B35,4,90,-18.247,-1680.112,6390.000,B26,4,90
347,pull-fea,0.896,1.201e-1,-683.889,1191.017,6724.081,A35,4,90,-1445.267,856.693,6390.107,A26,4,90
348,pull-fea,0.908,1.355e-1,1617.951,-390.803,7977.234,C25,4,90,1373.179,-204.330,7122.554,C12,4,90
349,pull-fea,0.908,1.355e-1,-1146.753,-1205.141,7977.167,B25,4,90,-862.809,-1086.236,7122.516,B12,4,90
350,pull-fea,0.908,1.355e-1,-469.457,1596.248,7977.257,A25,4,90,-508.564,1291.058,7122.543,A12,4,90
351,pull-fea,0.919,1.482e-1,-1057.197,-63.198,8472.717,A11,4,90,-1154.176,621.627,9077.188,B02,4,90
352,pull-fea,0.919,1.482e-1,474.609,947.856,8472.753,C11,4,90,1116.074,689.414,9077.336,A02,4,90
353,pull-fea,0.919,1.482e-1,584.332,-884.236,8472.681,B11,4,90,39.729,-1310.681,9077.119,C02,4,90
354,pull-fea,0.919,1.000e-2,-2185.494,1751.625,7196.670,A24,4,90,-2519.761,1512.693,6374.685,A41,4,90
355,pull-fea,0.919,9.985e-3,-423.175,-2768.754,7196.568,B24,4,90,-49.129,-2938.780,6374.296,B41,4,90
356,pull-fea,0.919,9.961e-3,2610.504,1017.692,7196.627,C24,4,90,2570.631,1426.972,6374.346,C41,4,90
357,pull-fea,0.932,1.650e-1,707.097,367.918,7434.672,C23,4,90,1373.179,-204.330,7122.554,C12,4,90
